id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,instrumentalness,liveness,speechiness
1285,Spellbound,Siouxsie and the Banshees,punk-rock,aggressive,0.931,148.813,0.295,0.412,0.016,0.0,0.0772,0.0449
1286,Tu Nombre,Thermo,punk-rock,happy,0.945,152.964,0.675,0.532,0.0379,0.00113,0.213,0.0544
1287,Atmosphere,Joy Division,punk-rock,moody,0.387,120.03,0.435,0.616,0.227,0.514,0.116,0.0314
1288,O Chamado do Bar,Matanza,punk-rock,energetic,0.983,121.971,0.6,0.431,4.82e-05,5.9e-05,0.165,0.0704
1289,Veinte Por Ciento,Tronic,punk-rock,aggressive,0.867,94.987,0.346,0.329,9.54e-05,0.00226,0.294,0.0526
1290,El Ojo Testigo,Skay Beilinson,punk-rock,energetic,0.838,107.446,0.597,0.522,0.00115,0.0106,0.445,0.0367
1291,Я так соскучился,Pornofilmy,punk,aggressive,0.796,101.507,0.182,0.326,0.000584,0.00255,0.0898,0.043
1292,Me Lambe - Ao Vivo | Acústico,Raimundos,punk,happy,0.953,174.003,0.689,0.375,0.274,0.0,0.445,0.198
1293,Dirty Mind,3OH!3,punk,energetic,0.861,92.912,0.582,0.642,0.0318,0.0,0.23,0.294
1294,Like We Used To,A Rocket To The Moon,punk,fiery,0.71,170.113,0.383,0.363,0.216,0.0,0.121,0.0308
1295,La blanche hermine,Les Ramoneurs De Menhirs;Gilles Servat,punk,aggressive,0.997,172.034,0.158,0.39,0.0942,0.0,0.0829,0.333
1296,Freunde,Die Toten Hosen,punk,aggressive,0.855,102.001,0.471,0.673,0.0358,3.22e-06,0.0721,0.03
1297,Sin Salida,BBS Paranoicos,punk,happy,0.885,155.947,0.847,0.478,8.51e-05,5.51e-05,0.137,0.0546
1298,"Não Compre, Plante!",Planet Hemp,punk,happy,0.78,112.68,0.656,0.652,0.0195,0.0334,0.186,0.0507
1299,Resistiré,Fiskales Ad-Hok,punk,happy,0.933,78.66,0.806,0.325,4.06e-05,0.000489,0.377,0.0504
1300,Lo Único Feo Es No Tener Porque Vivir,boom boom kid,punk,aggressive,0.93,92.539,0.448,0.577,0.0102,0.000671,0.0893,0.0679
1301,Amuk Redam,Pee Wee Gaskins,punk,aggressive,0.975,165.041,0.449,0.401,0.00044,1.26e-05,0.145,0.17
1302,Himno de Mi Corazón - Acústico en Vivo,El Bordo,punk,fiery,0.702,103.984,0.359,0.554,0.17,5.73e-05,0.986,0.0304
1303,Savaşa Hiç Gerek Yok - Version 1,Athena;Aylin Aslım;Bülent Ortaçgil;Feridun Düzağaç;Koray Candemir;mor ve ötesi;Nejat Yavaşoğulları;Vega,punk,fiery,0.617,97.963,0.36,0.591,0.0225,0.0,0.101,0.0252
1304,Wherever You Go,A Rocket To The Moon,punk,fiery,0.616,169.038,0.469,0.521,0.377,5.85e-06,0.11,0.0288
1305,Masih Banyak Hati Yang Menunggu,Rocket Rockers,punk,happy,0.914,89.995,0.721,0.469,0.000797,9.78e-05,0.0911,0.0493
1306,Somos Poucos Mas Somos Loucos,Charlie Brown Jr.,r-n-b,energetic,0.896,98.087,0.596,0.644,0.0656,0.000133,0.0838,0.104
1307,Tú y las Nubes,Lupillo Rivera,r-n-b,fiery,0.597,110.728,0.439,0.676,0.143,0.00657,0.293,0.0526
1308,Graffiti - Ao Vivo,Vera Loca,r-n-b,energetic,0.877,96.804,0.571,0.415,0.221,0.0,0.97,0.0305
1309,Brinquedo Assassino,A Família,r-n-b,excited,0.746,148.054,0.502,0.771,0.0902,0.0,0.0464,0.262
1310,17 MINA,Flora Matos,r-n-b,happy,0.727,74.967,0.794,0.709,0.41,0.00554,0.105,0.211
1311,Me Gustas,Mariano Barba,r-n-b,melancholy,0.461,147.921,0.429,0.693,0.721,0.000178,0.0722,0.0397
1312,A Mis Enemigos,Valentín Elizalde,r-n-b,peaceful,0.476,102.538,0.97,0.811,0.743,8.19e-05,0.0598,0.0508
1313,Amante Profissional,Herva Doce,r-n-b,happy,0.946,142.618,0.959,0.742,0.173,1.48e-06,0.0251,0.0651
1314,Un Rinconcito en el Cielo,Julio Preciado Y Su Banda Perla Del Pacifico,r-n-b,excited,0.644,109.976,0.972,0.897,0.449,0.0264,0.139,0.0434
1315,Baby It's Cold Outside,Nathaniel Rateliff & The Night Sweats;Julie Davis,r-n-b,melancholy,0.419,97.918,0.45,0.569,0.831,0.0,0.108,0.0318
1316,Ogum / Oração de São Jorge - Ao Vivo,Maria Bethânia;Zeca Pagodinho,r-n-b,energetic,0.503,87.038,0.605,0.507,0.642,0.0,0.202,0.143
1317,¿Dónde Estas Presumida?,Chuy Lizarraga y Su Banda Tierra Sinaloense,r-n-b,peaceful,0.441,130.986,0.894,0.648,0.715,0.0,0.0685,0.0332
1318,Mistletoe and Wine,Cliff Richard,r-n-b,melancholy,0.432,135.015,0.365,0.498,0.688,0.0,0.136,0.0345
1319,Adelaide (You'll Be Illin'),Inimigos Do Rei,r-n-b,happy,0.738,134.534,0.965,0.75,0.47,0.0,0.0661,0.0403
1320,Mi Nombre Entre Tus Dientes (feat. Big Javy),Edwin Luna y La Trakalosa de Monterrey;Big Javy,r-n-b,energetic,0.616,137.97,0.573,0.723,0.615,0.0,0.0729,0.1
1321,Flow Natural,"Tito ""El Bambino"";Beenie Man;Ines",reggae,excited,0.789,101.037,0.826,0.831,0.121,0.0,0.328,0.0661
1322,Mambo Salentino,Boomdabash;Alessandra Amoroso,reggae,excited,0.662,99.921,0.867,0.832,0.248,0.0,0.067,0.403
1323,Per Un Milione,Boomdabash,reggae,happy,0.745,85.989,0.898,0.741,0.103,0.0,0.0852,0.0472
1324,Bad Boys (Theme from COPS),Inner Circle,reggae,excited,0.722,87.858,0.533,0.781,0.236,0.000398,0.077,0.0667
1325,Pepas,Farruko,reggae,aggressive,0.766,130.001,0.442,0.762,0.00776,6.98e-05,0.128,0.0343
1326,Llego el bailador,Adassa,reggae,happy,0.796,149.986,0.793,0.706,0.133,1.3e-06,0.0782,0.0374
1327,Adivina,Totoy El Frio;Beéle,reggae,aggressive,0.791,115.635,0.33,0.608,0.142,2.21e-06,0.29,0.0938
1328,Problemón,Alvaro Diaz;Rauw Alejandro,reggae,fiery,0.737,91.99,0.369,0.729,0.275,7.58e-06,0.137,0.064
1329,Rotate,Becky G;Burna Boy,reggae,excited,0.856,109.029,0.771,0.91,0.0346,0.000223,0.0624,0.157
1330,Ahora Me Llama,KAROL G;Bad Bunny,reggae,intense,0.577,135.009,0.123,0.652,0.00947,4.02e-05,0.0905,0.0373
1331,Bella Ciao,Becky G,reggae,happy,0.754,104.987,0.693,0.667,0.214,0.0,0.0532,0.0715
1332,Qué Más Pues?,J Balvin;Maria Becerra,reggae,excited,0.817,101.988,0.753,0.904,0.0254,0.000141,0.232,0.0871
1333,Hoy Me Atrevo,Ñejo & Dalmata,reggae,excited,0.841,97.996,0.831,0.844,0.156,3.68e-05,0.0501,0.138
1334,Kecewa,Dhyo Haw,reggae,happy,0.589,120.016,0.889,0.675,0.585,0.0,0.104,0.033
1335,Error,Jd Pantoja,reggae,energetic,0.593,175.784,0.519,0.576,0.762,0.00115,0.118,0.216
1336,Flow Natural,"Tito ""El Bambino"";Beenie Man;Ines",reggaeton,excited,0.789,101.037,0.826,0.831,0.121,0.0,0.328,0.0661
1337,Sirena (Versión Acústica),Kenia OS,reggaeton,melancholy,0.477,133.593,0.455,0.599,0.75,0.0,0.063,0.0346
1338,El Problema,Farina,reggaeton,energetic,0.651,179.795,0.515,0.535,0.0542,0.131,0.0751,0.402
1339,Dime,Revol;J Balvin;Bad Bunny;Arcangel;De La Ghetto,reggaeton,fiery,0.66,135.965,0.423,0.771,0.369,0.0,0.119,0.114
1340,La Bachata,Manuel Turizo,reggaeton,excited,0.679,124.98,0.85,0.835,0.583,1.98e-06,0.218,0.0364
1341,Que Nadie Se Entere,Adan La Amenaza;Nickoog Clk,reggaeton,excited,0.744,98.979,0.704,0.848,0.0795,0.0,0.102,0.0546
1342,Llego el bailador,Adassa,reggaeton,happy,0.796,149.986,0.793,0.706,0.133,1.3e-06,0.0782,0.0374
1343,Chicharrón,Guaynaa;Cauty,reggaeton,happy,0.789,76.182,0.811,0.734,0.447,9.66e-05,0.498,0.454
1344,Diles,Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,reggaeton,intense,0.56,118.033,0.287,0.813,0.108,0.0,0.268,0.0618
1345,"Ay, DiOs Mío!",KAROL G,reggaeton,energetic,0.706,179.997,0.522,0.715,0.496,0.00134,0.106,0.195
1346,Hawái,Maluma,reggaeton,excited,0.728,180.066,0.545,0.787,0.189,2.29e-05,0.0629,0.389
1347,Qué Más Pues?,J Balvin;Maria Becerra,reggaeton,excited,0.817,101.988,0.753,0.904,0.0254,0.000141,0.232,0.0871
1348,Everything,Joey Montana;Danna Paola;NASRI,reggaeton,excited,0.904,98.034,0.526,0.752,0.0206,0.0,0.0723,0.0701
1349,HP,Maluma,reggaeton,excited,0.791,91.98,0.618,0.837,0.252,1.14e-06,0.188,0.0773
1350,A Lo Moderno,Golpe a Golpe;Yelsid,reggaeton,happy,0.681,171.998,0.807,0.717,0.328,0.0,0.0755,0.191
1351,Nayla,Sonora Maracaibo,rock-n-roll,peaceful,0.338,118.58,0.608,0.689,0.681,0.000604,0.317,0.038
1352,No Volveré,Estela Nuñez,rock-n-roll,sad,0.161,97.312,0.484,0.417,0.483,0.0,0.715,0.0356
1353,Nada gano con quererte - Con banda,Los Freddy's,rock-n-roll,tender,0.338,68.229,0.63,0.687,0.295,1.01e-06,0.111,0.0283
1354,He Ain't Heavy He's My Brother - 1998 Remaster,The Hollies,rock-n-roll,moody,0.421,75.928,0.216,0.304,0.46,4.03e-05,0.163,0.0293
1355,Hipocresía,Los Pasteles Verdes,rock-n-roll,energetic,0.622,139.518,0.536,0.396,0.502,3.07e-06,0.261,0.0377
1356,The Story of My Life - Remastered,michael holliday,rock-n-roll,happy,0.549,139.179,0.888,0.651,0.813,0.262,0.297,0.0432
1357,Em Fervente Oração,Nelson Ned;Luiz De Carvalho,rock-n-roll,melancholy,0.449,90.484,0.234,0.309,0.668,4.52e-05,0.179,0.0296
1358,Clases De Cha Cha Chá,Ramon Marquez,rock-n-roll,excited,0.789,128.795,0.887,0.78,0.842,0.0,0.0612,0.049
1359,Da Doo Ron Ron (When He Walked Me Home),The Crystals,rock-n-roll,energetic,0.797,148.835,0.613,0.535,0.48,3.42e-05,0.141,0.0459
1360,River Deep - Mountain High,Ike & Tina Turner,rock-n-roll,aggressive,0.763,83.267,0.302,0.377,0.777,0.00125,0.157,0.0387
1361,That'll Be The Day,Buddy Holly,rock-n-roll,happy,0.637,115.24,0.798,0.536,0.467,0.0,0.0838,0.0343
1362,Triángulo (feat. Thalia),Los Baby's;Thalia,rock-n-roll,energetic,0.84,142.182,0.548,0.486,0.465,0.0,0.362,0.0678
1363,Gracias por el Recuerdo (Thanks for the Memory),Enrique Guzman,rock-n-roll,melancholy,0.372,82.965,0.332,0.312,0.61,0.0,0.38,0.0273
1364,Lo Siento,Lety Cisneros,rock-n-roll,peaceful,0.454,115.335,0.565,0.573,0.799,0.0,0.303,0.0279
1365,I natt jag drömde något som,Hep Stars,rock-n-roll,peaceful,0.326,72.874,0.503,0.4,0.515,0.0,0.359,0.0279
1366,parents,YUNGBLUD,rock,energetic,0.833,82.04,0.599,0.594,0.00967,0.0,0.3,0.0507
1367,"Merry Christmas, Kiss My Ass",All Time Low,rock,happy,0.966,128.034,0.788,0.574,0.0141,0.0,0.43,0.0685
1368,Jingle Bell Rock,George Strait,rock,excited,0.562,121.034,0.77,0.775,0.468,0.0,0.174,0.0299
1369,Secrets,OneRepublic,rock,aggressive,0.764,148.021,0.376,0.516,0.0717,0.0,0.115,0.0366
1370,Es Por Ti,Juanes,rock,happy,0.761,129.953,0.866,0.694,0.176,3.63e-05,0.123,0.0263
1371,Winter Wonderland,Rod Stewart;Michael Bublé,rock,melancholy,0.491,117.916,0.4,0.684,0.71,0.0,0.144,0.0361
1372,If I Had You,Rod Stewart,rock,energetic,0.635,139.456,0.612,0.579,0.302,1.25e-06,0.15,0.0393
1373,Thunderstruck,AC/DC,rock,aggressive,0.89,133.52,0.259,0.502,0.000147,0.0117,0.217,0.0364
1374,I Belong To You,Lenny Kravitz,rock,happy,0.686,87.312,0.666,0.691,0.000647,0.00456,0.106,0.0493
1375,Black Summer,Red Hot Chili Peppers,rock,fiery,0.682,105.542,0.351,0.417,0.0267,0.000669,0.109,0.0295
1376,"Yeah, I Like You",The Goo Goo Dolls,rock,aggressive,0.938,140.056,0.431,0.479,7.54e-05,0.000153,0.117,0.0376
1377,Christmas Without You,OneRepublic,rock,fiery,0.677,207.478,0.365,0.262,0.447,0.0,0.205,0.0528
1378,God Only Knows - Mono / 1997 Remastered,The Beach Boys,rock,moody,0.487,117.108,0.482,0.524,0.253,0.0,0.0579,0.0299
1379,Peppermint Winter,Owl City,rock,aggressive,0.803,153.95,0.145,0.451,0.208,0.0,0.0764,0.0398
1380,A Partir De Hoy,David Bisbal;Sebastian Yatra,rock,energetic,0.847,163.942,0.515,0.652,0.188,0.0,0.378,0.0552
1381,Another Sleepless Night,Jimmy Clanton,rockabilly,peaceful,0.306,79.978,0.72,0.58,0.73,0.0,0.157,0.0296
1382,The Man I Want,Toini & The Tomcats,rockabilly,happy,0.732,114.18,0.751,0.588,0.168,0.000537,0.0532,0.0346
1383,Call Me Irresponsible,Bobby Darin,rockabilly,peaceful,0.347,125.485,0.644,0.607,0.695,0.0,0.121,0.0369
1384,If I Can Dream - Live from the '68 Comeback Special,Elvis Presley,rockabilly,fiery,0.62,93.932,0.391,0.346,0.0822,0.00393,0.599,0.0432
1385,On My Knees - Previously Released Material,Charlie Rich,rockabilly,peaceful,0.391,114.963,0.611,0.584,0.845,7.66e-06,0.213,0.0273
1386,Fuscão Preto,João Gordo,rockabilly,happy,0.957,129.99,0.833,0.524,0.00484,4.56e-05,0.164,0.0448
1387,Peggy Sue,Buddy Holly;The Crickets,rockabilly,melancholy,0.424,148.373,0.493,0.676,0.947,0.000494,0.119,0.0329
1388,King Of The Mountain,Southern Culture on the Skids,rockabilly,happy,0.885,139.678,0.964,0.592,0.0112,2.02e-05,0.13,0.0334
1389,Sea Song,Toini & The Tomcats,rockabilly,happy,0.883,159.547,0.784,0.36,0.0122,2.04e-05,0.0556,0.0585
1390,Cadillac solitario,Loquillo,rockabilly,aggressive,0.828,129.743,0.473,0.393,0.0746,0.00192,0.148,0.0332
1391,Feel Me,Imelda May,rockabilly,happy,0.762,106.154,0.811,0.656,0.00138,0.339,0.169,0.0335
1392,Save Me,The Delta Bombers,rockabilly,happy,0.662,116.614,0.784,0.583,0.375,0.346,0.314,0.0274
1393,Hound Dog,Elvis Presley,rockabilly,happy,0.884,177.751,0.94,0.343,0.62,0.000673,0.497,0.129
1394,She's Not You,Elvis Presley,rockabilly,peaceful,0.406,115.008,0.664,0.56,0.845,0.000985,0.148,0.0339
1395,Monserrat,Los Vaguens,rockabilly,happy,0.629,189.788,0.658,0.233,0.0538,0.000373,0.164,0.0597
1396,Вальс из телефильма «О бедном гусаре замолвите слово»,Андрей Петров,romance,melancholy,0.219,95.113,0.14,0.246,0.922,0.684,0.0644,0.0295
1397,Сумерки,Татьяна Комова;Георгий Квик,romance,melancholy,0.134,132.64,0.107,0.259,0.98,0.172,0.0924,0.0342
1398,Ljublju,Georgi Vinogradov,romance,peaceful,0.298,115.61,0.604,0.56,0.903,0.000248,0.661,0.0362
1399,Qalalı,Rashid Beibutov,romance,peaceful,0.397,69.471,0.756,0.585,0.92,0.000227,0.3,0.064
1400,Tschorny woron,Ivan Rebroff,romance,melancholy,0.382,81.16,0.447,0.226,0.987,0.165,0.329,0.0334
1401,Смуглянка,Oleg Pogudin,romance,happy,0.536,133.187,0.691,0.553,0.85,0.0,0.126,0.0807
1402,"Гори, гори, моя звезда",Oleg Pogudin,romance,melancholy,0.0944,109.174,0.156,0.413,0.925,0.00162,0.092,0.0376
1403,Три товарища - Remastered,Maya Kristalinskaya,romance,melancholy,0.122,0.0,0.0,0.0,0.987,0.324,0.824,0.0
1404,Arsin Mal Alan,Rashid Beibutov,romance,melancholy,0.269,65.377,0.139,0.312,0.99,0.00532,0.142,0.0362
1405,Have Some Feeling for the Lad,Vladimir Troshin,romance,peaceful,0.17,93.793,0.622,0.643,0.948,0.127,0.0806,0.0485
1406,Vesennie stradanija,Vladimir Nechaev,romance,melancholy,0.168,177.151,0.497,0.414,0.994,6.92e-06,0.342,0.0696
1407,"Терцет Розалинды, Фалька И Генриха Из 1 Действия Оперетты «Летучая Мышь»",Nikolay Kopylov,romance,melancholy,0.413,103.106,0.312,0.486,0.983,0.000146,0.17,0.0797
1408,"Песня о дружбе - Из т/с ""Гардемарины, вперёд!""",Дмитрий Харатьян,romance,energetic,0.592,150.897,0.638,0.403,0.557,1.21e-05,0.327,0.093
1409,Ковыль,Vadim Kozin,romance,melancholy,0.0933,86.341,0.49,0.507,0.994,0.00985,0.13,0.0709
1410,"No ja znaju, ty ljubish' drugogo",Vadim Kozin,romance,melancholy,0.156,130.864,0.402,0.488,0.981,0.00855,0.116,0.0922
1411,I fucked up,convolk,sad,intense,0.708,80.503,0.282,0.645,0.00909,0.000356,0.115,0.0382
1412,the overthinker,One Hope,sad,moody,0.351,118.505,0.477,0.663,0.406,0.0,0.147,0.39
1413,circus,PmBata,sad,happy,0.621,151.929,0.834,0.719,0.358,0.0,0.144,0.194
1414,used to,Josh Golden,sad,fiery,0.723,139.95,0.446,0.622,0.394,0.0,0.61,0.0514
1415,Ease Off,YNG Martyr,sad,chill,0.454,135.019,0.788,0.736,0.0671,0.0,0.117,0.0579
1416,Fiji (Bonus Track),Lil Loski,sad,melancholy,0.491,168.959,0.338,0.66,0.515,0.0,0.0932,0.111
1417,dying lately,iamjakehill,sad,happy,0.59,140.031,0.874,0.708,0.3,0.0,0.359,0.0374
1418,Out Of Time,Lund,sad,melancholy,0.436,119.959,0.162,0.686,0.574,0.0,0.0955,0.0336
1419,You're so Unfair,SHRK;Shiloh Dynasty,sad,sad,0.294,171.991,0.305,0.659,0.414,0.793,0.147,0.108
1420,Madelyne,gavn!,sad,peaceful,0.328,77.074,0.526,0.445,0.807,0.0,0.121,0.0304
1421,Reflection,Lund,sad,fiery,0.535,80.511,0.404,0.806,0.265,0.000164,0.112,0.0404
1422,roxstar,raspy;Bangers Only,sad,fiery,0.539,130.03,0.439,0.862,0.225,0.0,0.111,0.0788
1423,lift you up (someone else),gavn!,sad,melancholy,0.321,126.04,0.218,0.562,0.877,4.47e-06,0.103,0.0364
1424,leaves,sadeyes,sad,happy,0.619,72.0,0.902,0.735,0.729,0.0,0.0946,0.519
1425,Sleeping All Alone,iamjakehill,sad,peaceful,0.38,115.975,0.899,0.812,0.712,0.0,0.0994,0.0362
1426,Apasionadamente,Maelo Ruiz,salsa,happy,0.541,168.554,0.946,0.693,0.537,3.12e-06,0.0532,0.0379
1427,Son de los Viejitos,Melcochita,salsa,excited,0.688,178.117,0.887,0.788,0.733,9.16e-06,0.0815,0.0601
1428,Digan Lo Que Diga,Richard Cepeda,salsa,happy,0.842,149.949,0.963,0.738,0.406,1.31e-06,0.0844,0.0517
1429,Como Tu,Tito Rojas,salsa,excited,0.702,95.741,0.807,0.766,0.673,6.71e-05,0.0947,0.0452
1430,Con Ella No,Servando & Florentino,salsa,happy,0.843,90.122,0.897,0.479,0.713,0.00876,0.347,0.0464
1431,Que Alguien Me Diga - Live Version,Gilberto Santa Rosa,salsa,happy,0.616,99.238,0.755,0.479,0.525,0.0,0.0902,0.0415
1432,Corazón Embustero,Josimar y Su Yambú,salsa,happy,0.803,168.019,0.681,0.44,0.611,8.52e-06,0.208,0.0423
1433,Me Volvieron A Hablar De Ella - En Vivo desde Puerto Rico,Gilberto Santa Rosa,salsa,energetic,0.882,97.271,0.514,0.477,0.167,2.21e-06,0.626,0.0805
1434,Elsa / Quiero Amanecer / Cariñito - En Vivo,Yahaira Plasencia;Mauricio Mesones,salsa,happy,0.796,103.944,0.707,0.71,0.576,3.49e-05,0.381,0.117
1435,Dejame Intentar,Jerry Galante,salsa,happy,0.83,96.39,0.814,0.681,0.305,2.22e-05,0.086,0.0352
1436,En la Cárcel de Tu Piel,Adalberto Santiago,salsa,excited,0.556,167.853,0.924,0.763,0.884,0.0959,0.282,0.0663
1437,Me Acostumbré,Frankie Ruiz,salsa,happy,0.832,100.777,0.949,0.695,0.24,0.0,0.0524,0.0388
1438,Juanita Bonita,Billo's,salsa,peaceful,0.296,81.357,0.688,0.827,0.741,0.000799,0.118,0.196
1439,Precioso Acuerdo,Primi Cruz,salsa,happy,0.555,87.869,0.748,0.687,0.257,0.0,0.248,0.0319
1440,Ay Como Duele,Alberto Barros,salsa,excited,0.803,101.003,0.902,0.843,0.481,0.000234,0.0429,0.038
1441,"Lama Nas Ruas - Ao Vivo Em Vivo Rio,Brasil/2010",Diogo Nogueira;Hamilton De Holanda,samba,aggressive,0.777,118.657,0.367,0.565,0.254,2.02e-06,0.925,0.034
1442,Deixa Isso Pra Lá,Jair Rodrigues,samba,happy,0.74,93.569,0.887,0.747,0.463,0.0,0.082,0.0587
1443,Gandaia - Ao Vivo,Art Popular,samba,happy,0.936,135.779,0.836,0.581,0.161,0.0,0.861,0.0965
1444,Vou Botar Teu Nome Na Macumba,Zeca Pagodinho,samba,happy,0.629,101.431,0.813,0.627,0.234,0.0,0.573,0.279
1445,Fora de Ocasião,Arlindo Cruz,samba,happy,0.813,102.226,0.874,0.585,0.637,0.0,0.729,0.0399
1446,Novos tempos - Ao vivo,Jorge Aragão,samba,energetic,0.573,90.987,0.558,0.464,0.85,0.000681,0.542,0.0392
1447,Tá Escrito (feat. Xande de Pilares) - Ao Vivo,Vou pro Sereno;Xande De Pilares,samba,energetic,0.838,122.302,0.627,0.478,0.702,0.0,0.41,0.216
1448,Diário de um Detento (Ao Vivo),Seu Jorge;Racionais MC's,samba,energetic,0.877,88.445,0.586,0.484,0.758,0.0,0.61,0.365
1449,Mineira,João Nogueira,samba,happy,0.812,127.189,0.847,0.698,0.168,0.0,0.105,0.176
1450,Telegrama - Ao Vivo,Art Popular,samba,happy,0.75,167.29,0.887,0.418,0.422,0.0,0.725,0.0411
1451,Amor De Corpo E Alma,Alcione;Emílio Santiago,samba,moody,0.486,93.933,0.223,0.358,0.352,0.0,0.61,0.0388
1452,Quem de Nós - Acústico,Encontro de Batuqueiros,samba,happy,0.821,107.557,0.964,0.493,0.471,0.0,0.18,0.0503
1453,Golfinho - Ao Vivo,Art Popular,samba,happy,0.833,167.353,0.906,0.52,0.111,0.0,0.672,0.0424
1454,Resumo da Felicidade - Ao Vivo,Caju Pra Baixo;Belo,samba,happy,0.625,173.184,0.733,0.403,0.8,0.0,0.572,0.0409
1455,Mulher Traída,Akatu;Grupo Revelação,samba,happy,0.695,101.961,0.888,0.698,0.513,0.0,0.514,0.0943
1456,Passou da Conta,Bruno & Marrone,sertanejo,intense,0.585,142.198,0.247,0.473,0.525,5.29e-06,0.097,0.0295
1457,Declaração de Amor (Ao Vivo),Calcinha Preta,sertanejo,energetic,0.864,149.785,0.535,0.546,0.142,0.0,0.825,0.0293
1458,Morto de Saudade Sua - Ao Vivo,Cezar & Paulinho;Zé Felipe,sertanejo,aggressive,0.798,149.608,0.216,0.469,0.265,0.0,0.705,0.0373
1459,Meu Violão E O Nosso Cachorro - Ao Vivo,Simone & Simaria,sertanejo,happy,0.766,134.172,0.686,0.651,0.57,0.0,0.629,0.0818
1460,Indícios de Bebida (Ao Vivo),Ícaro e Gilmar,sertanejo,fiery,0.736,123.048,0.365,0.609,0.359,0.0,0.901,0.0453
1461,Ausência - Ao Vivo,Bruno & Marrone,sertanejo,fiery,0.58,82.723,0.427,0.43,0.727,2.63e-06,0.946,0.0424
1462,Mete o Pé e Vaza,João de Souza & Bonifacio,sertanejo,happy,0.775,163.048,0.773,0.749,0.222,0.0,0.177,0.155
1463,Peão,Zé Henrique & Gabriel,sertanejo,fiery,0.525,117.86,0.494,0.671,0.745,0.0,0.126,0.0277
1464,Hoje A Noite É Nossa - Ao Vivo,Jeito Moleque,sertanejo,energetic,0.888,104.919,0.593,0.455,0.194,1.86e-05,0.764,0.0763
1465,Culpados - Ao Vivo,Henrique & Juliano,sertanejo,fiery,0.515,104.009,0.451,0.495,0.662,0.0,0.302,0.0341
1466,Papel Amassado - Ao Vivo,Matheus & Kauan,sertanejo,fiery,0.626,95.9,0.488,0.587,0.338,0.0,0.255,0.0303
1467,Golaço (Ao Vivo),Turma do Pagode;Vou pro Sereno,sertanejo,happy,0.671,171.864,0.72,0.617,0.505,0.0,0.522,0.0988
1468,Feito Eu,Eduardo Costa,sertanejo,energetic,0.51,71.667,0.586,0.554,0.782,0.0,0.129,0.0528
1469,Boate Azul,Eduardo Costa;Ralf,sertanejo,energetic,0.593,95.76,0.533,0.608,0.72,0.0,0.115,0.0323
1470,Boate Azul - Ao Vivo,Matogrosso & Mathias,sertanejo,fiery,0.743,107.133,0.33,0.441,0.0465,0.0,0.835,0.0586
1471,Autumn Leaves,Christine Ebersole,show-tunes,melancholy,0.159,75.446,0.156,0.317,0.964,0.00444,0.162,0.0325
1472,Anything You Can Do,Bernadette Peters;Tom Wopat,show-tunes,energetic,0.559,81.535,0.504,0.561,0.766,0.0,0.342,0.174
1473,Vienna,Ben Platt,show-tunes,moody,0.469,126.043,0.29,0.652,0.374,0.0,0.0816,0.0302
1474,Elk Tour Suite Pt. 5,Brian Stokes Mitchell,show-tunes,melancholy,0.122,146.475,0.0923,0.302,0.862,0.000823,0.136,0.0413
1475,A Better Haircut,Original Cast of Amélie,show-tunes,melancholy,0.288,76.413,0.371,0.491,0.816,0.0,0.209,0.0434
1476,"Rudolf, ich bin ausser mir",Jubiläumscast Wien 2012,show-tunes,peaceful,0.474,148.656,0.626,0.557,0.763,0.0,0.389,0.381
1477,My Mom Is A Statistician,Krystina Alabado;Katie Thompson,show-tunes,peaceful,0.263,95.321,0.596,0.59,0.655,0.0,0.0721,0.174
1478,Transition 2,Lindsay Mendez,show-tunes,peaceful,0.336,103.862,0.527,0.501,0.665,0.0,0.509,0.031
1479,Die fröhliche Apokalypse,Jubiläumscast Wien 2012,show-tunes,peaceful,0.447,123.659,0.593,0.552,0.813,5.24e-06,0.318,0.26
1480,The Phantom Of The Opera Symphonic Suite - Pt.6,Andrew Lloyd Webber;The Andrew Lloyd Webber Orchestra;Simon Lee,show-tunes,melancholy,0.288,59.94,0.0741,0.0624,0.769,0.902,0.0773,0.0364
1481,Christmas Lullaby,Andrea Burns,show-tunes,melancholy,0.13,122.074,0.293,0.461,0.955,0.0,0.0773,0.048
1482,"A Little Brains, A Little Talent",Gwen Verdon,show-tunes,peaceful,0.116,144.517,0.722,0.607,0.905,0.0,0.526,0.0825
1483,Act II: No One Is Alone,Stephen Sondheim,show-tunes,melancholy,0.113,85.955,0.189,0.297,0.971,0.0,0.0666,0.0444
1484,Almost Like Praying (feat. Artists for Puerto Rico),Lin-Manuel Miranda;Alex Lacamoire;Ana Villafañe;Anthony Ramos;Artists for Puerto Rico;Camila Cabello;Dessa;Ednita Nazario;Fat Joe;Gilberto Santa Rosa;Gina Rodriguez;Gloria Estefan;Jennifer Lopez;Joell Ortiz;John Leguizamo;Juan Luis Guerra 4.40;Luis Fonsi;Marc Anthony;Pj Sin Suela;Pedro Capó;Rita Moreno;Rubén Blades;Tommy Torres,show-tunes,energetic,0.791,188.36,0.507,0.471,0.0198,0.0,0.232,0.238
